isin,fund,amfi,json,category,rta_code,amfi_code,type
INF090I01LX4,Franklin India Fixed Maturity Plans - Series 1 - Plan A - Quarterly Div - Direct - DIVIDEND PAYOUT,*** Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 days - QTR Direct - IDCW ***,Franklin India Fixed Maturity Plans - Series 1 - Plan A 1108 Days - Qtr Direct - IDCW,DEBT,634,143372,
INF090I01LZ9,Franklin India Fixed Maturity Plans - Series 1 - Plan B - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Dividend,Franklin India Fixed Maturity Plans - Series 1 - Plan B 1104 Days - IDCW,DEBT,635,141336,payout/growth
INF090I01LY2,Franklin India Fixed Maturity Plans - Series 1 - Plan B - GROWTH,Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Growth,Franklin India Fixed Maturity Plans - Series 1 - Plan B 1104 Days - Growth,DEBT,636,141333,payout/growth
INF090I01MC6,Franklin India Fixed Maturity Plans - Series 1 - Plan B - Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Direct - Dividend,Franklin India Fixed Maturity Plans - Series 1 - Plan B 1104 Days - Direct - IDCW,DEBT,637,141334,payout/growth
INF090I01MB8,Franklin India Fixed Maturity Plans - Series 1 - Plan B - Direct - GROWTH,Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Direct - Growth,Franklin India Fixed Maturity Plans - Series 1 - Plan B 1104 Days - Direct - Growth,DEBT,638,141335,payout/growth
INF090I01MA0,Franklin India Fixed Maturity Plans - Series 1 - Plan B - Quarterly Div - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Quarterly Dividend,Franklin India Fixed Maturity Plans - Series 1 - Plan B 1104 Days -Qtr - IDCW,DEBT,639,141338,payout/growth
INF090I01MD4,Franklin India Fixed Maturity Plans - Series 1 - Plan B - Quarterly Div - Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Quarterly Dividend - Direct,Franklin India Fixed Maturity Plans - Series 1 - Plan B 1104 Days - Qtr Direct - IDCW,DEBT,640,141337,payout/growth
INF090I01KQ0,Franklin India Banking and PSU Debt Fund - Reinvestment,Franklin India Banking and PSU Debt Fund - IDCW,Franklin India Banking And Psu Debt Fund - IDCW - Reinvestment,DEBT,701,129007,reinvest
INF090I01KP2,Franklin India Banking and PSU Debt Fund - Dividend Payout,Franklin India Banking and PSU Debt Fund - IDCW,Franklin India Banking And Psu Debt Fund - IDCW - Payout,DEBT,701,129007,payout/growth
INF090I01KO5,Franklin India Banking and PSU Debt Fund - Growth,Franklin India Banking & PSU Debt Fund - Growth,Franklin India Banking And Psu Debt Fund - Growth,DEBT,702,129006,payout/growth
INF090I01KT4,Franklin India Banking and PSU Debt Fund - Direct - Reinvestment,Franklin India Banking and PSU Debt Fund - Direct - IDCW,Franklin India Banking And Psu Debt Fund - Direct - IDCW - Reinvestment,DEBT,703,129009,reinvest
INF090I01KS6,Franklin India Banking and PSU Debt Fund - Direct - Dividend Payout,Franklin India Banking and PSU Debt Fund - Direct - IDCW,Franklin India Banking And Psu Debt Fund - Direct - IDCW - Payout,DEBT,703,129009,payout/growth
INF090I01KR8,Franklin India Banking and PSU Debt Fund - Direct - Growtj,Franklin India Banking & PSU Debt Fund - Direct - Growth,Franklin India Banking And Psu Debt Fund - Direct - Growth,DEBT,704,129008,payout/growth
INF090I01KW8,Franklin India Feeder - Franklin European Growth Fund - Reinvestment,Franklin India Feeder - Templeton European Opportunities Fund - IDCW,Franklin India Feeder - Templeton European Opportunities Fund - IDCW - Reinvestment,DEBT,705,129439,reinvest
INF090I01KV0,Franklin India Feeder - Franklin European Growth Fund - Dividend Payout,Franklin India Feeder - Templeton European Opportunities Fund - IDCW,Franklin India Feeder - Templeton European Opportunities Fund - IDCW - Payout,DEBT,705,129439,payout/growth
INF090I01KU2,Franklin India Feeder - Franklin European Growth Fund - Growth,Franklin India Feeder - Templeton European Opportunities Fund - Growth,Franklin India Feeder - Templeton European Opportunities Fund - Growth,DEBT,706,129438,payout/growth
INF090I01KZ1,Franklin India Feeder - Franklin European Growth Fund - Direct - Reinvestment,Franklin India Feeder - Templeton European Opportunities Fund - Direct - IDCW,Franklin India Feeder - Templeton European Opportunities Fund - Direct - IDCW - Reinvestment,DEBT,707,129441,reinvest
INF090I01KY4,Franklin India Feeder - Franklin European Growth Fund - Direct - Dividend Payout,Franklin India Feeder - Templeton European Opportunities Fund - Direct - IDCW,Franklin India Feeder - Templeton European Opportunities Fund - Direct - IDCW - Payout,DEBT,707,129441,payout/growth
INF090I01KX6,Franklin India Feeder - Franklin European Growth Fund - Direct - Growth,Franklin India Feeder - Templeton European Opportunities Fund - Direct - Growth,Franklin India Feeder - Templeton European Opportunities Fund - Direct - Growth,DEBT,708,129440,payout/growth
INF090I01LB0,Franklin India Savings Fund Retail Option - Reinvestment,Franklin India Savings Fund Retail Option - Monthly - IDCW,Franklin India Savings Fund Retail Option - Monthly - IDCW - Reinvestment,DEBT,709,129436,reinvest
INF090I01LA2,Franklin India Savings Fund Retail Option - Dividend Payout,Franklin India Savings Fund Retail Option - Monthly - IDCW,Franklin India Savings Fund Retail Option - Monthly - IDCW - Payout,DEBT,709,129436,payout/growth
INF090I01LD6,Franklin India Savings Fund Retail Option - Direct - Reinvestment,Franklin India Savings Fund Retail Option - Direct - Monthly - IDCW,Franklin India Savings Fund Retail Option - Direct - Monthly - IDCW - Reinvestment,DEBT,710,129437,reinvest
INF090I01LC8,Franklin India Savings Fund Retail Option - Direct - Dividend Payout,Franklin India Savings Fund Retail Option - Direct - Monthly - IDCW,Franklin India Savings Fund Retail Option - Direct - Monthly - IDCW - Payout,DEBT,710,129437,payout/growth
INF090I01MQ6,Franklin India Fixed Maturity Plans - Series 2 - Plan B - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans - Series 2 - Plan B 1224 days - IDCW,Franklin India Fixed Maturity Plans - Series 2 - Plan B 1224 Days - IDCW,DEBT,711,142113,payout/growth
INF090I01MR4,Franklin India Fixed Maturity Plans - Series 2 - Plan B - GROWTH,Franklin India Fixed Maturity Plans- Series 2- Plan B(1224 days)- Growth,Franklin India Fixed Maturity Plans - Series 2 - Plan B 1224 Days - Growth,DEBT,712,142115,payout/growth
INF090I01MU8,Franklin India Fixed Maturity Plans - Series 2 - Plan B - Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans- Series 2- Plan B(1224 days)- Dividend -Direct,Franklin India Fixed Maturity Plans - Series 2 - Plan B 1224 Days - Direct - IDCW,DEBT,713,142111,payout/growth
INF090I01MT0,Franklin India Fixed Maturity Plans - Series 2 - Plan B - Direct - GROWTH,Franklin India Fixed Maturity Plans- Series 2- Plan B(1224 days)- Growth- Direct,Franklin India Fixed Maturity Plans - Series 2 - Plan B 1224 Days - Direct - Growth,DEBT,714,142112,payout/growth
INF090I01MS2,Franklin India Fixed Maturity Plans - Series 2 - Plan B - Quarterly Div - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans - Series 2 - Plan B 1224 days -QTR - IDCW,Franklin India Fixed Maturity Plans - Series 2 - Plan B 1224 Days -Qtr - IDCW,DEBT,715,142116,payout/growth
INF090I01MV6,Franklin India Fixed Maturity Plans - Series 2 - Plan B - Quarterly Div - Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans- Series 2- Plan B(1224 days)- Quarterly Dividend - Direct,Franklin India Fixed Maturity Plans - Series 2 - Plan B 1224 Days - Qtr Direct - IDCW,DEBT,716,142114,payout/growth
INF090I01MX2,Franklin India Fixed Maturity Plans - Series 2 - Plan C - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans - Series 2 - Plan C 1205 days - IDCW,Franklin India Fixed Maturity Plans - Series 2 - Plan C 1205 Days - IDCW,DEBT,717,142145,payout/growth
INF090I01MW4,Franklin India Fixed Maturity Plans - Series 2 - Plan C - GROWTH,Franklin India Fixed Maturity Plans- Series 2- Plan C(1205 days)- Growth,Franklin India Fixed Maturity Plans - Series 2 - Plan C 1205 Days - Growth,DEBT,718,142143,payout/growth
INF090I01NA8,Franklin India Fixed Maturity Plans - Series 2 - Plan C - Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans - Series 2 - Plan C 1205 days - Direct - IDCW,Franklin India Fixed Maturity Plans - Series 2 - Plan C 1205 Days - Direct - IDCW,DEBT,719,142141,payout/growth
INF090I01MZ7,Franklin India Fixed Maturity Plans - Series 2 - Plan C - Direct - GROWTH,Franklin India Fixed Maturity Plans- Series 2- Plan C(1205 days)- Growth- Direct,Franklin India Fixed Maturity Plans - Series 2 - Plan C 1205 Days - Direct - Growth,DEBT,720,142144,payout/growth
INF090I01MY0,Franklin India Fixed Maturity Plans - Series 2 - Plan C - Quarterly Div - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans - Series 2 - Plan C 1205 days -QTR - IDCW,Franklin India Fixed Maturity Plans - Series 2 - Plan C 1205 Days -Qtr - IDCW,DEBT,721,142142,payout/growth
INF090I01NB6,Franklin India Fixed Maturity Plans - Series 2 - Plan C - Quarterly Div - Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans- Series 2- Plan C (1205 days)- Quarterly Dividend- Direct,Franklin India Fixed Maturity Plans - Series 2 - Plan C 1205 Days - Qtr Direct - IDCW,DEBT,722,142146,payout/growth
INF090I01ND2,Franklin India Fixed Maturity Plans - Series 3 - Plan A - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans - Series 3 - Plan A 1157 days - IDCW,Franklin India Fixed Maturity Plans - Series 3 - Plan A 1157 Days - IDCW,DEBT,723,142538,payout/growth
INF090I01NC4,Franklin India Fixed Maturity Plans - Series 3 - Plan A - GROWTH,Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Growth,Franklin India Fixed Maturity Plans - Series 3 - Plan A 1157 Days - Growth,DEBT,724,142535,payout/growth
INF090I01NG5,Franklin India Fixed Maturity Plans - Series 3 - Plan A - Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Dividend Direct,Franklin India Fixed Maturity Plans - Series 3 - Plan A 1157 Days - Direct - IDCW,DEBT,725,142539,payout/growth
INF090I01NF7,Franklin India Fixed Maturity Plans - Series 3 - Plan A - Direct - GROWTH,Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Growth-Direct,Franklin India Fixed Maturity Plans - Series 3 - Plan A 1157 Days - Direct - Growth,DEBT,726,142537,payout/growth
INF090I01NE0,Franklin India Fixed Maturity Plans - Series 3 - Plan A - Quarterly Div - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Quarterly Dividend,Franklin India Fixed Maturity Plans - Series 3 - Plan A 1157 Days -Qtr - IDCW,DEBT,727,142536,payout/growth
INF090I01NH3,Franklin India Fixed Maturity Plans - Series 3 - Plan A - Quarterly Div - Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Quarterly Dividend- Direct,Franklin India Fixed Maturity Plans - Series 3 - Plan A 1157 Days - Qtr Direct - IDCW,DEBT,728,142540,payout/growth
INF090I01NJ9,Franklin India Fixed Maturity Plans - Series 3 - Plan B - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans - Series 3 - Plan B 1139 days - IDCW,Franklin India Fixed Maturity Plans - Series 3 - Plan B 1139 Days - IDCW,DEBT,729,142664,payout/growth
INF090I01NI1,Franklin India Fixed Maturity Plans - Series 3 - Plan B - GROWTH,Franklin India Fixed Maturity Plans- Series 3- Plan B (1139 days)- Growth,Franklin India Fixed Maturity Plans - Series 3 - Plan B 1139 Days - Growth,DEBT,730,142667,payout/growth
INF090I01NM3,Franklin India Fixed Maturity Plans - Series 3 - Plan B - Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans- Series 3- Plan B (1139 days)- Dividend -Direct,Franklin India Fixed Maturity Plans - Series 3 - Plan B 1139 Days - Direct - IDCW,DEBT,731,142669,payout/growth
INF090I01NL5,Franklin India Fixed Maturity Plans - Series 3 - Plan B - Direct - GROWTH,Franklin India Fixed Maturity Plans- Series 3- Plan B (1139 days)- Growth- Direct,Franklin India Fixed Maturity Plans - Series 3 - Plan B 1139 Days - Direct - Growth,DEBT,732,142668,payout/growth
INF090I01NK7,Franklin India Fixed Maturity Plans - Series 3 - Plan B - Quarterly Div - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans - Series 3 - Plan B 1139 days -QTR - IDCW,Franklin India Fixed Maturity Plans - Series 3 - Plan B 1139 Days -Qtr - IDCW,DEBT,733,142665,payout/growth
INF090I01NN1,Franklin India Fixed Maturity Plans - Series 3 - Plan B - Quarterly Div - Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans- Series 3- Plan B (1139 days)- Quarterly Dividend-Direct,Franklin India Fixed Maturity Plans - Series 3 - Plan B 1139 Days - Qtr Direct - IDCW,DEBT,734,142666,payout/growth
INF090I01NP6,Franklin India Fixed Maturity Plans - Series 3 - Plan C - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans - Series 3 - Plan C 1132 days - IDCW,Franklin India Fixed Maturity Plans - Series 3 - Plan C 1132 Days - IDCW,DEBT,735,142712,payout/growth
INF090I01NO9,Franklin India Fixed Maturity Plans - Series 3 - Plan C - GROWTH,Franklin India Fixed Maturity Plans- Series 3- Plan C (1132 days)- Growth,Franklin India Fixed Maturity Plans - Series 3 - Plan C 1132 Days - Growth,DEBT,736,142714,payout/growth
INF090I01NS0,Franklin India Fixed Maturity Plans - Series 3 - Plan C - Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans - Series 3 - Plan C 1132 days - Direct - IDCW,Franklin India Fixed Maturity Plans - Series 3 - Plan C 1132 Days - Direct - IDCW,DEBT,737,142713,payout/growth
INF090I01NR2,Franklin India Fixed Maturity Plans - Series 3 - Plan C - Direct - GROWTH,Franklin India Fixed Maturity Plans- Series 3- Plan C (1132 days)- Growth-Direct,Franklin India Fixed Maturity Plans - Series 3 - Plan C 1132 Days - Direct - Growth,DEBT,738,142711,payout/growth
INF090I01NQ4,Franklin India Fixed Maturity Plans - Series 3 - Plan C - Quarterly Div - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans - Series 3 - Plan C 1132 days -QTR - IDCW,Franklin India Fixed Maturity Plans - Series 3 - Plan C 1132 Days -Qtr - IDCW,DEBT,739,142715,payout/growth
INF090I01NT8,Franklin India Fixed Maturity Plans - Series 3 - Plan C - Quarterly Div - Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans - Series 3 - Plan C 1132 days - QTR Direct - IDCW,Franklin India Fixed Maturity Plans - Series 3 - Plan C 1132 Days - Qtr Direct - IDCW,DEBT,740,142710,payout/growth
INF090I01NV4,Franklin India Fixed Maturity Plans - Series 3 - Plan D - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans - Series 3 - Plan D 1132 days - IDCW,Franklin India Fixed Maturity Plans - Series 3 - Plan D 1132 Days - IDCW,DEBT,741,142918,payout/growth
INF090I01NU6,Franklin India Fixed Maturity Plans - Series 3 - Plan D - GROWTH,Franklin India Fixed Maturity Plans- Series 3- Plan D(1132 days)- Growth,Franklin India Fixed Maturity Plans - Series 3 - Plan D 1132 Days - Growth,DEBT,742,142921,payout/growth
INF090I01NY8,Franklin India Fixed Maturity Plans - Series 3 - Plan D - Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans- Series 3- Plan D (1132 days)- Dividend- Direct,Franklin India Fixed Maturity Plans - Series 3 - Plan D 1132 Days - Direct - IDCW,DEBT,743,142919,payout/growth
INF090I01NX0,Franklin India Fixed Maturity Plans - Series 3 - Plan D - Direct - GROWTH,Franklin India Fixed Maturity Plans- Series 3- Plan D(1132 days)- Growth-Direct,Franklin India Fixed Maturity Plans - Series 3 - Plan D 1132 Days - Direct - Growth,DEBT,744,142917,payout/growth
INF090I01NW2,Franklin India Fixed Maturity Plans - Series 3 - Plan D - Quarterly Div - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans - Series 3 - Plan D 1132 days -QTR - IDCW,Franklin India Fixed Maturity Plans - Series 3 - Plan D 1132 Days -Qtr - IDCW,DEBT,745,142920,payout/growth
INF090I01NZ5,Franklin India Fixed Maturity Plans - Series 3 - Plan D - Quarterly Div - Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans - Series 3 - Plan D 1132 days - QTR Direct - IDCW,Franklin India Fixed Maturity Plans - Series 3 - Plan D 1132 Days - Qtr Direct - IDCW,DEBT,746,142922,payout/growth
INF090I01OB4,Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 days - Dividend - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 days - IDCW,Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 Days - IDCW,DEBT,747,143374,payout/growth
INF090I01OA6,Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 days - Growth - GROWTH,Franklin India Fixed Maturity Plans- series 3- Plan E (1104) days- Growth,Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 Days - Growth,DEBT,748,143373,payout/growth
INF090I01OE8,Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 days - Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 days - Direct - IDCW,Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 Days - Direct - IDCW,DEBT,749,143371,payout/growth
INF090I01OD0,Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 days - Direct - GROWTH,Franklin India Fixed Maturity Plans -series 3- Plan E (1104) days- Growth -Direct,Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 Days - Direct - Growth,DEBT,750,143370,payout/growth
INF090I01OC2,Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 days - QTR Dividend - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 days -QTR - IDCW,Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 Days -Qtr - IDCW,DEBT,757,143375,payout/growth
INF090I01OF5,Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 days - QTR Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 days - QTR Direct - IDCW,Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 Days - Qtr Direct - IDCW,DEBT,758,143372,payout/growth
INF090I01OH1,Franklin India Fixed Maturity Plans - Series 3 - Plan F 1098 days - Dividend - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans - Series 3 - Plan F 1098 days - IDCW,Franklin India Fixed Maturity Plans - Series 3 - Plan F 1098 Days - IDCW,DEBT,759,143782,payout/growth
INF090I01OG3,Franklin India Fixed Maturity Plans - Series 3 - Plan F 1098 days - Growth - GROWTH,Franklin India Fixed Maturity Plans Series 3- Plan F (1098 days)- Growth,Franklin India Fixed Maturity Plans - Series 3 - Plan F 1098 Days - Growth,DEBT,760,143779,payout/growth
INF090I01OK5,Franklin India Fixed Maturity Plans - Series 3 - Plan F 1098 days - Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans Series 3- Plan F (1098 days)- Quarterly Dividend- Direct,Franklin India Fixed Maturity Plans - Series 3 - Plan F 1098 Days - Direct - IDCW,DEBT,761,143777,payout/growth
INF090I01OJ7,Franklin India Fixed Maturity Plans - Series 3 - Plan F 1098 days - Direct - GROWTH,Franklin India Fixed Maturity Plans - Series 3 Plan F (1098 days) - Growth Direct,Franklin India Fixed Maturity Plans - Series 3 - Plan F 1098 Days - Direct - Growth,DEBT,762,143780,payout/growth
INF090I01OI9,Franklin India Fixed Maturity Plans - Series 3 - Plan F 1098 days - QTR Dividend - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans Series 3- Plan F (1098 days)- Quarterly Dividend,Franklin India Fixed Maturity Plans - Series 3 - Plan F 1098 Days -Qtr - IDCW,DEBT,763,143781,payout/growth
INF090I01OL3,Franklin India Fixed Maturity Plans - Series 3 - Plan F 1098 days - QTR Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans- Series 3- Plan F (1098 days )- Dividend- Direct,Franklin India Fixed Maturity Plans - Series 3 - Plan F 1098 Days - Qtr Direct - IDCW,DEBT,764,143778,payout/growth
INF090I01ON9,Franklin India Fixed Maturity Plans-Series 4 - Plan A 1098 days - Dividend - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 4 - Plan A 1098 days - IDCW,Franklin India Fixed Maturity Plans-Series 4 - Plan A 1098 Days - IDCW,DEBT,765,144009,payout/growth
INF090I01OM1,Franklin India Fixed Maturity Plans-Series 4 - Plan A 1098 days - Growth - GROWTH,Franklin India Fixed Maturity Plans- Series 4- Plan A (1098 days) -Growth,Franklin India Fixed Maturity Plans-Series 4 - Plan A 1098 Days - Growth,DEBT,766,144011,payout/growth
INF090I01OQ2,Franklin India Fixed Maturity Plans-Series 4 - Plan A 1098 days - Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 4 - Plan A 1098 days - Direct - IDCW,Franklin India Fixed Maturity Plans-Series 4 - Plan A 1098 Days - Direct - IDCW,DEBT,767,144008,payout/growth
INF090I01OP4,Franklin India Fixed Maturity Plans-Series 4 - Plan A 1098 days - Direct - GROWTH,Franklin India Fixed maturity Plans- Series 4- Plan A (1098 days) - Growth - Direct,Franklin India Fixed Maturity Plans-Series 4 - Plan A 1098 Days - Direct - Growth,DEBT,768,144007,payout/growth
INF090I01OO7,Franklin India Fixed Maturity Plans-Series 4 - Plan A 1098 days - QTR Dividend - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 4 - Plan A 1098 days -QTR - IDCW,Franklin India Fixed Maturity Plans-Series 4 - Plan A 1098 Days -Qtr - IDCW,DEBT,769,144010,payout/growth
INF090I01OR0,Franklin India Fixed Maturity Plans-Series 4 - Plan A 1098 days - QTR Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 4 - Plan A 1098 days - QTR Direct - IDCW,Franklin India Fixed Maturity Plans-Series 4 - Plan A 1098 Days - Qtr Direct - IDCW,DEBT,770,144012,payout/growth
INF090I01OT6,Franklin India Fixed Maturity Plans-Series 4 - Plan B 1098 days - Dividend - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 4 - Plan B 1098 days - IDCW,Franklin India Fixed Maturity Plans-Series 4 - Plan B 1098 Days - IDCW,DEBT,771,144269,payout/growth
INF090I01OS8,Franklin India Fixed Maturity Plans-Series 4 - Plan B 1098 days - Growth - GROWTH,Franklin India Fixed Maturity Plans - Series 4- Plan B (1098 days)- Growth,Franklin India Fixed Maturity Plans-Series 4 - Plan B 1098 Days - Growth,DEBT,772,144267,payout/growth
INF090I01OW0,Franklin India Fixed Maturity Plans-Series 4 - Plan B 1098 days - Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 4 - Plan B 1098 days - Direct - IDCW,Franklin India Fixed Maturity Plans-Series 4 - Plan B 1098 Days - Direct - IDCW,DEBT,773,144270,payout/growth
INF090I01OV2,Franklin India Fixed Maturity Plans-Series 4 - Plan B 1098 days - Direct - GROWTH,Franklin India Fixed Maturity Plans - Series 4 - Plan B (1098 days)- Growth - Direct,Franklin India Fixed Maturity Plans-Series 4 - Plan B 1098 Days - Direct - Growth,DEBT,774,144268,payout/growth
INF090I01OU4,Franklin India Fixed Maturity Plans-Series 4 - Plan B 1098 days - QTR Dividend - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 4 - Plan B 1098 days -QTR - IDCW,Franklin India Fixed Maturity Plans-Series 4 - Plan B 1098 Days -Qtr - IDCW,DEBT,775,144265,payout/growth
INF090I01OX8,Franklin India Fixed Maturity Plans-Series 4 - Plan B 1098 days - QTR Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans- Series 4 - Plan B (1098 days)- Quarterly Dividend- Direct,Franklin India Fixed Maturity Plans-Series 4 - Plan B 1098 Days - Qtr Direct - IDCW,DEBT,776,144266,payout/growth
INF090I01OY6,Franklin India Equity Savings Fund - DIVIDEND REINVESTMENT,Franklin India Equity Savings Fund - IDCW,Franklin India Equity Savings Fund - IDCW - Reinvestment,EQUITY,777,144468,reinvest
INF090I01OZ3,Franklin India Equity Savings Fund - DIVIDEND PAYOUT,Franklin India Equity Savings Fund - IDCW,Franklin India Equity Savings Fund - IDCW - Payout,EQUITY,777,144468,payout/growth
INF090I01PA3,Franklin India Equity Savings Fund - GROWTH,Franklin India Equity Savings Fund- Growth,Franklin India Equity Savings Fund - Growth,EQUITY,778,144461,payout/growth
INF090I01PB1,Franklin India Equity Savings Fund - Direct - DIVIDEND REINVESTMENT,Franklin India Equity Savings Fund - Direct - IDCW,Franklin India Equity Savings Fund - Direct - IDCW - Reinvestment,EQUITY,779,144462,reinvest
INF090I01PC9,Franklin India Equity Savings Fund - Direct - DIVIDEND PAYOUT,Franklin India Equity Savings Fund - Direct - IDCW,Franklin India Equity Savings Fund - Direct - IDCW - Payout,EQUITY,779,144462,payout/growth
INF090I01PD7,Franklin India Equity Savings Fund - Direct - GROWTH,Franklin India Equity Savings Fund- Growth Direct,Franklin India Equity Savings Fund - Direct - Growth,EQUITY,780,144466,payout/growth
INF090I01PE5,Franklin India Equity Savings Fund - DIVIDEND REINVESTMENT,Franklin India Equity Savings Fund - Monthly - IDCW,Franklin India Equity Savings Fund - Monthly - IDCW - Reinvestment,EQUITY,781,144464,reinvest
INF090I01PF2,Franklin India Equity Savings Fund - DIVIDEND PAYOUT,Franklin India Equity Savings Fund - Monthly - IDCW,Franklin India Equity Savings Fund - Monthly - IDCW - Payout,EQUITY,781,144464,payout/growth
INF090I01PG0,Franklin India Equity Savings Fund - Direct - DIVIDEND REINVESTMENT,Franklin India Equity Savings Fund - Direct - Monthly - IDCW,Franklin India Equity Savings Fund - Direct - Monthly - IDCW - Reinvestment,EQUITY,782,144465,reinvest
INF090I01PH8,Franklin India Equity Savings Fund - Direct - DIVIDEND PAYOUT,Franklin India Equity Savings Fund - Direct - Monthly - IDCW,Franklin India Equity Savings Fund - Direct - Monthly - IDCW - Payout,EQUITY,782,144465,payout/growth
INF090I01PI6,Franklin India Equity Savings Fund - DIVIDEND REINVESTMENT,Franklin India Equity Savings Fund - Quarterly - IDCW,Franklin India Equity Savings Fund - Quarterly - IDCW - Reinvestment,EQUITY,783,144463,reinvest
INF090I01PJ4,Franklin India Equity Savings Fund - DIVIDEND PAYOUT,Franklin India Equity Savings Fund - Quarterly - IDCW,Franklin India Equity Savings Fund - Quarterly - IDCW - Payout,EQUITY,783,144463,payout/growth
INF090I01PK2,Franklin India Equity Savings Fund - Direct - DIVIDEND REINVESTMENT,Franklin India Equity Savings Fund - Direct - Quarterly - IDCW,Franklin India Equity Savings Fund - Direct - Quarterly - IDCW - Reinvestment,EQUITY,784,144467,reinvest
INF090I01PL0,Franklin India Equity Savings Fund - Direct - DIVIDEND PAYOUT,Franklin India Equity Savings Fund - Direct - Quarterly - IDCW,Franklin India Equity Savings Fund - Direct - Quarterly - IDCW - Payout,EQUITY,784,144467,payout/growth
INF090I01PN6,Franklin India Fixed Maturity Plans-Series 4 - Plan C 1098 days - Dividend - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 4 - Plan C 1098 days - IDCW,Franklin India Fixed Maturity Plans-Series 4 - Plan C 1098 Days - IDCW,DEBT,785,144654,payout/growth
